Tarix (gün.ay.il);Stansiya;Gündəlik gediş sayı
2025-06-28 00:00:00,000;"28 May";35016
2025-06-29 00:00:00,000;"28 May";28868
2025-06-30 00:00:00,000;"28 May";55008
2025-07-01 00:00:00,000;"28 May";52624
2025-07-02 00:00:00,000;"28 May";51248
2025-07-03 00:00:00,000;"28 May";50597
2025-07-04 00:00:00,000;"28 May";50739
2025-07-05 00:00:00,000;"28 May";37019
2025-07-06 00:00:00,000;"28 May";30516
2025-07-07 00:00:00,000;"28 May";49483
2025-07-08 00:00:00,000;"28 May";48614
2025-07-09 00:00:00,000;"28 May";48192
2025-07-10 00:00:00,000;"28 May";46824
2025-07-11 00:00:00,000;"28 May";46530
2025-07-12 00:00:00,000;"28 May";34807
2025-07-13 00:00:00,000;"28 May";27391
2025-07-14 00:00:00,000;"28 May";44384
2025-07-15 00:00:00,000;"28 May";43136
2025-07-16 00:00:00,000;"28 May";44074
2025-07-17 00:00:00,000;"28 May";43294
2025-07-18 00:00:00,000;"28 May";43693
2025-07-19 00:00:00,000;"28 May";33962
2025-07-20 00:00:00,000;"28 May";25784
2025-07-21 00:00:00,000;"28 May";42553
2025-07-22 00:00:00,000;"28 May";43099
2025-07-23 00:00:00,000;"28 May";42796
2025-07-24 00:00:00,000;"28 May";42016
2025-07-25 00:00:00,000;"28 May";43141
2025-07-26 00:00:00,000;"28 May";33575
2025-07-27 00:00:00,000;"28 May";27074
2025-07-28 00:00:00,000;"28 May";43058
2025-07-29 00:00:00,000;"28 May";43435
2025-07-30 00:00:00,000;"28 May";43636
2025-07-31 00:00:00,000;"28 May";42125
2025-08-01 00:00:00,000;"28 May";43352
2025-08-02 00:00:00,000;"28 May";33851
2025-08-03 00:00:00,000;"28 May";26510
2025-08-04 00:00:00,000;"28 May";41843
2025-08-05 00:00:00,000;"28 May";41078
2025-08-06 00:00:00,000;"28 May";41186
2025-08-07 00:00:00,000;"28 May";40711
2025-08-08 00:00:00,000;"28 May";42303
2025-08-09 00:00:00,000;"28 May";34131
2025-08-10 00:00:00,000;"28 May";28634
2025-08-11 00:00:00,000;"28 May";43897
2025-08-12 00:00:00,000;"28 May";43377
2025-08-13 00:00:00,000;"28 May";43134
2025-08-14 00:00:00,000;"28 May";42108
2025-08-15 00:00:00,000;"28 May";43353
2025-08-16 00:00:00,000;"28 May";34402
2025-08-17 00:00:00,000;"28 May";28113
2025-08-18 00:00:00,000;"28 May";43806
2025-08-19 00:00:00,000;"28 May";42305
2025-08-20 00:00:00,000;"28 May";41357
2025-08-21 00:00:00,000;"28 May";42618
2025-08-22 00:00:00,000;"28 May";43044
2025-08-23 00:00:00,000;"28 May";34622
2025-08-24 00:00:00,000;"28 May";28117
2025-08-25 00:00:00,000;"28 May";43754
2025-08-26 00:00:00,000;"28 May";43530
2025-08-27 00:00:00,000;"28 May";45064
2025-08-28 00:00:00,000;"28 May";44147
2025-08-29 00:00:00,000;"28 May";46017
2025-08-30 00:00:00,000;"28 May";36228
2025-08-31 00:00:00,000;"28 May";29671
2025-09-01 00:00:00,000;"28 May";47369
2025-09-02 00:00:00,000;"28 May";47610
2025-09-03 00:00:00,000;"28 May";48900
2025-09-04 00:00:00,000;"28 May";49591
2025-09-05 00:00:00,000;"28 May";52019
2025-09-06 00:00:00,000;"28 May";40384
2025-09-07 00:00:00,000;"28 May";32603
2025-09-08 00:00:00,000;"28 May";52921
2025-09-09 00:00:00,000;"28 May";53258
2025-09-10 00:00:00,000;"28 May";53197
2025-09-11 00:00:00,000;"28 May";54490
2025-09-12 00:00:00,000;"28 May";55896
2025-09-13 00:00:00,000;"28 May";52680
2025-09-14 00:00:00,000;"28 May";37207
2025-09-15 00:00:00,000;"28 May";77392
2025-09-16 00:00:00,000;"28 May";74299
2025-09-17 00:00:00,000;"28 May";71367
2025-09-18 00:00:00,000;"28 May";72273
2025-09-19 00:00:00,000;"28 May";72825
2025-09-20 00:00:00,000;"28 May";50475
2025-09-21 00:00:00,000;"28 May";41446
2025-09-22 00:00:00,000;"28 May";69422
2025-09-23 00:00:00,000;"28 May";67980
2025-09-24 00:00:00,000;"28 May";65248
2025-09-25 00:00:00,000;"28 May";65859
2025-09-26 00:00:00,000;"28 May";65995
2025-09-27 00:00:00,000;"28 May";42923
2025-09-28 00:00:00,000;"28 May";34139
2025-09-29 00:00:00,000;"28 May";65396
2025-09-30 00:00:00,000;"28 May";65398
2025-10-01 00:00:00,000;"28 May";64661
2025-10-02 00:00:00,000;"28 May";63734
2025-10-03 00:00:00,000;"28 May";65928
2025-10-04 00:00:00,000;"28 May";46394
2025-10-05 00:00:00,000;"28 May";35769
2025-10-06 00:00:00,000;"28 May";64861
2025-10-07 00:00:00,000;"28 May";65771
2025-10-08 00:00:00,000;"28 May";63688
2025-10-09 00:00:00,000;"28 May";63923
2025-10-10 00:00:00,000;"28 May";65406
2025-10-11 00:00:00,000;"28 May";45902
2025-10-12 00:00:00,000;"28 May";34944
2025-10-13 00:00:00,000;"28 May";65324
2025-10-14 00:00:00,000;"28 May";64584
2025-10-15 00:00:00,000;"28 May";64370
2025-10-16 00:00:00,000;"28 May";63853
2025-10-17 00:00:00,000;"28 May";63087
2025-10-18 00:00:00,000;"28 May";45064
2025-10-19 00:00:00,000;"28 May";34889
2025-10-20 00:00:00,000;"28 May";65160
2025-10-21 00:00:00,000;"28 May";64547
2025-10-22 00:00:00,000;"28 May";64377
2025-10-23 00:00:00,000;"28 May";63155
2025-10-24 00:00:00,000;"28 May";65379
2025-10-25 00:00:00,000;"28 May";43913
2025-10-26 00:00:00,000;"28 May";33471
2025-10-27 00:00:00,000;"28 May";65187
2025-10-28 00:00:00,000;"28 May";64288
2025-10-29 00:00:00,000;"28 May";63594
2025-10-30 00:00:00,000;"28 May";62940
2025-10-31 00:00:00,000;"28 May";66538
2025-11-01 00:00:00,000;"28 May";46713
2025-11-02 00:00:00,000;"28 May";34511
2025-11-03 00:00:00,000;"28 May";67131
2025-11-04 00:00:00,000;"28 May";65468
2025-11-05 00:00:00,000;"28 May";74358
2025-11-06 00:00:00,000;"28 May";73771
2025-11-07 00:00:00,000;"28 May";69296
2025-11-08 00:00:00,000;"28 May";52195
2025-11-09 00:00:00,000;"28 May";33563
2025-11-10 00:00:00,000;"28 May";38347
2025-11-11 00:00:00,000;"28 May";40078
2025-11-12 00:00:00,000;"28 May";64694
2025-11-13 00:00:00,000;"28 May";64764
2025-11-14 00:00:00,000;"28 May";65645
2025-11-15 00:00:00,000;"28 May";44379
2025-11-16 00:00:00,000;"28 May";35711
2025-11-17 00:00:00,000;"28 May";65667
2025-11-18 00:00:00,000;"28 May";66087
2025-11-19 00:00:00,000;"28 May";65825
2025-11-20 00:00:00,000;"28 May";64598
2025-11-21 00:00:00,000;"28 May";66101
2025-11-22 00:00:00,000;"28 May";44312
2025-11-23 00:00:00,000;"28 May";34010
2025-11-24 00:00:00,000;"28 May";65764
2025-11-25 00:00:00,000;"28 May";66151
2025-11-26 00:00:00,000;"28 May";65458
2025-11-27 00:00:00,000;"28 May";65288
2025-11-28 00:00:00,000;"28 May";69729
2025-11-29 00:00:00,000;"28 May";47747
2025-11-30 00:00:00,000;"28 May";37092
2025-12-01 00:00:00,000;"28 May";66372
2025-12-02 00:00:00,000;"28 May";66375
2025-12-03 00:00:00,000;"28 May";65547
2025-12-04 00:00:00,000;"28 May";65885
2025-12-05 00:00:00,000;"28 May";62655
2025-12-06 00:00:00,000;"28 May";48334
2025-12-07 00:00:00,000;"28 May";37006
2025-12-08 00:00:00,000;"28 May";66191
2025-12-09 00:00:00,000;"28 May";67520
2025-12-10 00:00:00,000;"28 May";61899
2025-12-11 00:00:00,000;"28 May";66412
2025-12-12 00:00:00,000;"28 May";68378
2025-12-13 00:00:00,000;"28 May";49455
2025-12-14 00:00:00,000;"28 May";34213
2025-12-15 00:00:00,000;"28 May";67228
2025-12-16 00:00:00,000;"28 May";67344
2025-12-17 00:00:00,000;"28 May";68015
2025-12-18 00:00:00,000;"28 May";67048
2025-12-19 00:00:00,000;"28 May";68484
2025-12-20 00:00:00,000;"28 May";50049
2025-12-21 00:00:00,000;"28 May";40307
2025-12-22 00:00:00,000;"28 May";67206
2025-12-23 00:00:00,000;"28 May";67595
2025-12-24 00:00:00,000;"28 May";66701
2025-12-25 00:00:00,000;"28 May";61368
2025-12-26 00:00:00,000;"28 May";64045
2025-12-27 00:00:00,000;"28 May";49361
2025-12-28 00:00:00,000;"28 May";35675
2025-12-29 00:00:00,000;"28 May";58393
2025-12-30 00:00:00,000;"28 May";55633
2025-12-31 00:00:00,000;"28 May";35996
2025-01-01 00:00:00,000;"8 Noyabr";2052
2025-01-02 00:00:00,000;"8 Noyabr";2198
2025-01-03 00:00:00,000;"8 Noyabr";2506
2025-01-04 00:00:00,000;"8 Noyabr";2536
2025-01-05 00:00:00,000;"8 Noyabr";2103
2025-01-06 00:00:00,000;"8 Noyabr";4597
2025-01-07 00:00:00,000;"8 Noyabr";4639
2025-01-08 00:00:00,000;"8 Noyabr";4668
2025-01-09 00:00:00,000;"8 Noyabr";4761
2025-01-10 00:00:00,000;"8 Noyabr";4891
2025-01-11 00:00:00,000;"8 Noyabr";3572
2025-01-12 00:00:00,000;"8 Noyabr";2206
2025-01-13 00:00:00,000;"8 Noyabr";4752
2025-01-14 00:00:00,000;"8 Noyabr";4775
2025-01-15 00:00:00,000;"8 Noyabr";4677
2025-01-16 00:00:00,000;"8 Noyabr";4650
2025-01-17 00:00:00,000;"8 Noyabr";4753
2025-01-18 00:00:00,000;"8 Noyabr";3676
2025-01-19 00:00:00,000;"8 Noyabr";2099
2025-01-20 00:00:00,000;"8 Noyabr";2882
2025-01-21 00:00:00,000;"8 Noyabr";4803
2025-01-22 00:00:00,000;"8 Noyabr";4761
2025-01-23 00:00:00,000;"8 Noyabr";4734
2025-01-24 00:00:00,000;"8 Noyabr";4848
2025-01-25 00:00:00,000;"8 Noyabr";3496
2025-01-26 00:00:00,000;"8 Noyabr";2176
2025-01-27 00:00:00,000;"8 Noyabr";4688
2025-01-28 00:00:00,000;"8 Noyabr";4786
2025-01-29 00:00:00,000;"8 Noyabr";3159
2025-01-30 00:00:00,000;"8 Noyabr";4861
2025-01-31 00:00:00,000;"8 Noyabr";4817
2025-02-01 00:00:00,000;"8 Noyabr";3391
2025-02-02 00:00:00,000;"8 Noyabr";2324
2025-02-03 00:00:00,000;"8 Noyabr";4765
2025-02-04 00:00:00,000;"8 Noyabr";4841
2025-02-05 00:00:00,000;"8 Noyabr";4527
2025-02-06 00:00:00,000;"8 Noyabr";4647
2025-02-07 00:00:00,000;"8 Noyabr";4314
2025-02-08 00:00:00,000;"8 Noyabr";2837
2025-02-09 00:00:00,000;"8 Noyabr";2077
2025-02-10 00:00:00,000;"8 Noyabr";4495
2025-02-11 00:00:00,000;"8 Noyabr";4639
2025-02-12 00:00:00,000;"8 Noyabr";4659
2025-02-13 00:00:00,000;"8 Noyabr";4653
2025-02-14 00:00:00,000;"8 Noyabr";5199
2025-02-15 00:00:00,000;"8 Noyabr";3380
2025-02-16 00:00:00,000;"8 Noyabr";2653
2025-02-17 00:00:00,000;"8 Noyabr";5431
2025-02-18 00:00:00,000;"8 Noyabr";5326
2025-02-19 00:00:00,000;"8 Noyabr";5157
2025-02-20 00:00:00,000;"8 Noyabr";5073
2025-02-21 00:00:00,000;"8 Noyabr";4834
2025-02-22 00:00:00,000;"8 Noyabr";3230
2025-02-23 00:00:00,000;"8 Noyabr";3494
2025-02-24 00:00:00,000;"8 Noyabr";4494
2025-02-25 00:00:00,000;"8 Noyabr";5017
2025-02-26 00:00:00,000;"8 Noyabr";5450
2025-02-27 00:00:00,000;"8 Noyabr";5115
2025-02-28 00:00:00,000;"8 Noyabr";5894
2025-03-01 00:00:00,000;"8 Noyabr";3101
2025-03-02 00:00:00,000;"8 Noyabr";2364
2025-03-03 00:00:00,000;"8 Noyabr";5461
2025-03-04 00:00:00,000;"8 Noyabr";5517
2025-03-05 00:00:00,000;"8 Noyabr";5805
2025-03-06 00:00:00,000;"8 Noyabr";5768
2025-03-07 00:00:00,000;"8 Noyabr";6349
2025-03-08 00:00:00,000;"8 Noyabr";3692
2025-03-09 00:00:00,000;"8 Noyabr";2539
2025-03-10 00:00:00,000;"8 Noyabr";5586
2025-03-11 00:00:00,000;"8 Noyabr";5418
2025-03-12 00:00:00,000;"8 Noyabr";5527
2025-03-13 00:00:00,000;"8 Noyabr";5447
2025-03-14 00:00:00,000;"8 Noyabr";5569
2025-03-15 00:00:00,000;"8 Noyabr";3709
2025-03-16 00:00:00,000;"8 Noyabr";2556
2025-03-17 00:00:00,000;"8 Noyabr";5705
2025-03-18 00:00:00,000;"8 Noyabr";5632
2025-03-19 00:00:00,000;"8 Noyabr";5158
2025-03-20 00:00:00,000;"8 Noyabr";1980
2025-03-21 00:00:00,000;"8 Noyabr";1795
2025-03-22 00:00:00,000;"8 Noyabr";1969
2025-03-23 00:00:00,000;"8 Noyabr";1930
2025-03-24 00:00:00,000;"8 Noyabr";2463
2025-03-25 00:00:00,000;"8 Noyabr";2867
2025-03-26 00:00:00,000;"8 Noyabr";2953
2025-03-27 00:00:00,000;"8 Noyabr";2972
2025-03-28 00:00:00,000;"8 Noyabr";2960
2025-03-29 00:00:00,000;"8 Noyabr";2575
2025-03-30 00:00:00,000;"8 Noyabr";2121
2025-03-31 00:00:00,000;"8 Noyabr";2759
2025-04-01 00:00:00,000;"8 Noyabr";5498
2025-04-02 00:00:00,000;"8 Noyabr";5503
2025-04-03 00:00:00,000;"8 Noyabr";5532
2025-04-04 00:00:00,000;"8 Noyabr";5340
2025-04-05 00:00:00,000;"8 Noyabr";3652
2025-04-06 00:00:00,000;"8 Noyabr";2672
2025-04-07 00:00:00,000;"8 Noyabr";5377
2025-04-08 00:00:00,000;"8 Noyabr";5563
2025-04-09 00:00:00,000;"8 Noyabr";5352
2025-04-10 00:00:00,000;"8 Noyabr";5299
2025-04-11 00:00:00,000;"8 Noyabr";5292
2025-04-12 00:00:00,000;"8 Noyabr";3602
2025-04-13 00:00:00,000;"8 Noyabr";2464
2025-04-14 00:00:00,000;"8 Noyabr";4923
2025-04-15 00:00:00,000;"8 Noyabr";5310
2025-04-16 00:00:00,000;"8 Noyabr";3880
2025-04-17 00:00:00,000;"8 Noyabr";5099
2025-04-18 00:00:00,000;"8 Noyabr";5478
2025-04-19 00:00:00,000;"8 Noyabr";3703
2025-04-20 00:00:00,000;"8 Noyabr";2458
2025-04-21 00:00:00,000;"8 Noyabr";5386
2025-04-22 00:00:00,000;"8 Noyabr";5473
2025-04-23 00:00:00,000;"8 Noyabr";5578
2025-04-24 00:00:00,000;"8 Noyabr";5401
2025-04-25 00:00:00,000;"8 Noyabr";5518
2025-04-26 00:00:00,000;"8 Noyabr";3528
2025-04-27 00:00:00,000;"8 Noyabr";2437
2025-04-28 00:00:00,000;"8 Noyabr";4945
2025-04-29 00:00:00,000;"8 Noyabr";5095
2025-04-30 00:00:00,000;"8 Noyabr";5274
2025-05-01 00:00:00,000;"8 Noyabr";5220
2025-05-02 00:00:00,000;"8 Noyabr";4993
2025-05-03 00:00:00,000;"8 Noyabr";3567
2025-05-04 00:00:00,000;"8 Noyabr";2484
2025-05-05 00:00:00,000;"8 Noyabr";5168
2025-05-06 00:00:00,000;"8 Noyabr";5332
2025-05-07 00:00:00,000;"8 Noyabr";5216
2025-05-08 00:00:00,000;"8 Noyabr";5560
2025-05-09 00:00:00,000;"8 Noyabr";3132
2025-05-10 00:00:00,000;"8 Noyabr";3055
2025-05-11 00:00:00,000;"8 Noyabr";2513
2025-05-12 00:00:00,000;"8 Noyabr";5350
2025-05-13 00:00:00,000;"8 Noyabr";5564
2025-05-14 00:00:00,000;"8 Noyabr";5318
2025-05-15 00:00:00,000;"8 Noyabr";5365
2025-05-16 00:00:00,000;"8 Noyabr";5507
2025-05-17 00:00:00,000;"8 Noyabr";3579
2025-05-18 00:00:00,000;"8 Noyabr";2353
2025-05-19 00:00:00,000;"8 Noyabr";5390
2025-05-20 00:00:00,000;"8 Noyabr";5371
2025-05-21 00:00:00,000;"8 Noyabr";5365
2025-05-22 00:00:00,000;"8 Noyabr";5292
2025-05-23 00:00:00,000;"8 Noyabr";5305
2025-05-24 00:00:00,000;"8 Noyabr";3362
2025-05-25 00:00:00,000;"8 Noyabr";2396
2025-05-26 00:00:00,000;"8 Noyabr";5264
2025-05-27 00:00:00,000;"8 Noyabr";5421
2025-05-28 00:00:00,000;"8 Noyabr";2982
2025-05-29 00:00:00,000;"8 Noyabr";4995
2025-05-30 00:00:00,000;"8 Noyabr";5069
2025-05-31 00:00:00,000;"8 Noyabr";3497
2025-06-01 00:00:00,000;"8 Noyabr";2563
2025-06-02 00:00:00,000;"8 Noyabr";5008
2025-06-03 00:00:00,000;"8 Noyabr";4954
2025-06-04 00:00:00,000;"8 Noyabr";4987
2025-06-05 00:00:00,000;"8 Noyabr";5556
2025-06-06 00:00:00,000;"8 Noyabr";2433
2025-06-07 00:00:00,000;"8 Noyabr";2328
2025-06-08 00:00:00,000;"8 Noyabr";2220
2025-06-09 00:00:00,000;"8 Noyabr";2962
2025-06-10 00:00:00,000;"8 Noyabr";5106
2025-06-11 00:00:00,000;"8 Noyabr";5134
2025-06-12 00:00:00,000;"8 Noyabr";4879
2025-06-13 00:00:00,000;"8 Noyabr";5095
2025-06-14 00:00:00,000;"8 Noyabr";3001
2025-06-15 00:00:00,000;"8 Noyabr";2126
2025-06-16 00:00:00,000;"8 Noyabr";2774
2025-06-17 00:00:00,000;"8 Noyabr";4904
2025-06-18 00:00:00,000;"8 Noyabr";4858
2025-06-19 00:00:00,000;"8 Noyabr";4955
2025-06-20 00:00:00,000;"8 Noyabr";5042
2025-06-21 00:00:00,000;"8 Noyabr";4497
2025-06-22 00:00:00,000;"8 Noyabr";2134
2025-06-23 00:00:00,000;"8 Noyabr";4728
2025-06-24 00:00:00,000;"8 Noyabr";4772
2025-06-25 00:00:00,000;"8 Noyabr";5129
2025-06-26 00:00:00,000;"8 Noyabr";2900
2025-06-27 00:00:00,000;"8 Noyabr";2708
2025-06-28 00:00:00,000;"8 Noyabr";2627
2025-06-29 00:00:00,000;"8 Noyabr";2158
2025-06-30 00:00:00,000;"8 Noyabr";4559
2025-07-01 00:00:00,000;"8 Noyabr";4529
2025-07-02 00:00:00,000;"8 Noyabr";4324
2025-07-03 00:00:00,000;"8 Noyabr";4375
2025-07-04 00:00:00,000;"8 Noyabr";4542
2025-07-05 00:00:00,000;"8 Noyabr";2798
2025-07-06 00:00:00,000;"8 Noyabr";2190
2025-07-07 00:00:00,000;"8 Noyabr";4305
2025-07-08 00:00:00,000;"8 Noyabr";4358
2025-07-09 00:00:00,000;"8 Noyabr";4404
2025-07-10 00:00:00,000;"8 Noyabr";4131
2025-07-11 00:00:00,000;"8 Noyabr";4090
2025-07-12 00:00:00,000;"8 Noyabr";2877
2025-07-13 00:00:00,000;"8 Noyabr";2016
2025-07-14 00:00:00,000;"8 Noyabr";4141
2025-07-15 00:00:00,000;"8 Noyabr";4075
2025-07-16 00:00:00,000;"8 Noyabr";4019
2025-07-17 00:00:00,000;"8 Noyabr";4196
2025-07-18 00:00:00,000;"8 Noyabr";4088
2025-07-19 00:00:00,000;"8 Noyabr";2670
2025-07-20 00:00:00,000;"8 Noyabr";1890
2025-07-21 00:00:00,000;"8 Noyabr";3875
2025-07-22 00:00:00,000;"8 Noyabr";4036
2025-07-23 00:00:00,000;"8 Noyabr";4000
2025-07-24 00:00:00,000;"8 Noyabr";4007
2025-07-25 00:00:00,000;"8 Noyabr";3864
2025-07-26 00:00:00,000;"8 Noyabr";2686
2025-07-27 00:00:00,000;"8 Noyabr";2045
2025-07-28 00:00:00,000;"8 Noyabr";3900
2025-07-29 00:00:00,000;"8 Noyabr";3927
2025-07-30 00:00:00,000;"8 Noyabr";3940
2025-07-31 00:00:00,000;"8 Noyabr";3853
2025-08-01 00:00:00,000;"8 Noyabr";3764
2025-08-02 00:00:00,000;"8 Noyabr";2561
2025-08-03 00:00:00,000;"8 Noyabr";1821
2025-08-04 00:00:00,000;"8 Noyabr";3657
2025-08-05 00:00:00,000;"8 Noyabr";3717
2025-08-06 00:00:00,000;"8 Noyabr";3615
2025-08-07 00:00:00,000;"8 Noyabr";3608
2025-08-08 00:00:00,000;"8 Noyabr";3655
2025-08-09 00:00:00,000;"8 Noyabr";2691
2025-08-10 00:00:00,000;"8 Noyabr";1928
2025-08-11 00:00:00,000;"8 Noyabr";3557
2025-08-12 00:00:00,000;"8 Noyabr";3620
2025-08-13 00:00:00,000;"8 Noyabr";3655
2025-08-14 00:00:00,000;"8 Noyabr";3484
2025-08-15 00:00:00,000;"8 Noyabr";3553
2025-08-16 00:00:00,000;"8 Noyabr";2656
2025-08-17 00:00:00,000;"8 Noyabr";1919
2025-08-18 00:00:00,000;"8 Noyabr";3612
2025-08-19 00:00:00,000;"8 Noyabr";3657
2025-08-20 00:00:00,000;"8 Noyabr";3582
2025-08-21 00:00:00,000;"8 Noyabr";3654
2025-08-22 00:00:00,000;"8 Noyabr";3540
2025-08-23 00:00:00,000;"8 Noyabr";2548
2025-08-24 00:00:00,000;"8 Noyabr";2037
2025-08-25 00:00:00,000;"8 Noyabr";3727
2025-08-26 00:00:00,000;"8 Noyabr";3904
2025-08-27 00:00:00,000;"8 Noyabr";3787
2025-08-28 00:00:00,000;"8 Noyabr";3793
2025-08-29 00:00:00,000;"8 Noyabr";3831
2025-08-30 00:00:00,000;"8 Noyabr";2789
2025-08-31 00:00:00,000;"8 Noyabr";2088
2025-09-01 00:00:00,000;"8 Noyabr";4104
2025-09-02 00:00:00,000;"8 Noyabr";4096
2025-09-03 00:00:00,000;"8 Noyabr";3960
2025-09-04 00:00:00,000;"8 Noyabr";3967
2025-09-05 00:00:00,000;"8 Noyabr";4296
2025-09-06 00:00:00,000;"8 Noyabr";3107
2025-09-07 00:00:00,000;"8 Noyabr";2279
2025-09-08 00:00:00,000;"8 Noyabr";4593
2025-09-09 00:00:00,000;"8 Noyabr";4554
2025-09-10 00:00:00,000;"8 Noyabr";4586
2025-09-11 00:00:00,000;"8 Noyabr";4644
2025-09-12 00:00:00,000;"8 Noyabr";5011
2025-09-13 00:00:00,000;"8 Noyabr";4216
2025-09-14 00:00:00,000;"8 Noyabr";2670
2025-09-15 00:00:00,000;"8 Noyabr";5925
2025-09-16 00:00:00,000;"8 Noyabr";5812
2025-09-17 00:00:00,000;"8 Noyabr";5727
2025-09-18 00:00:00,000;"8 Noyabr";5634
2025-09-19 00:00:00,000;"8 Noyabr";5685
2025-09-20 00:00:00,000;"8 Noyabr";3834
2025-09-21 00:00:00,000;"8 Noyabr";2666
2025-09-22 00:00:00,000;"8 Noyabr";5462
2025-09-23 00:00:00,000;"8 Noyabr";5609
2025-09-24 00:00:00,000;"8 Noyabr";5666
2025-09-25 00:00:00,000;"8 Noyabr";5517
2025-09-26 00:00:00,000;"8 Noyabr";5617
2025-09-27 00:00:00,000;"8 Noyabr";3612
2025-09-28 00:00:00,000;"8 Noyabr";2530
2025-09-29 00:00:00,000;"8 Noyabr";5553
2025-09-30 00:00:00,000;"8 Noyabr";5622
2025-10-01 00:00:00,000;"8 Noyabr";5513
2025-10-02 00:00:00,000;"8 Noyabr";5434
2025-10-03 00:00:00,000;"8 Noyabr";5656
2025-10-04 00:00:00,000;"8 Noyabr";3733
2025-10-05 00:00:00,000;"8 Noyabr";2566
2025-10-06 00:00:00,000;"8 Noyabr";5407
2025-10-07 00:00:00,000;"8 Noyabr";5589
2025-10-08 00:00:00,000;"8 Noyabr";5579
2025-10-09 00:00:00,000;"8 Noyabr";5635
2025-10-10 00:00:00,000;"8 Noyabr";5692
2025-10-11 00:00:00,000;"8 Noyabr";3594
2025-10-12 00:00:00,000;"8 Noyabr";2464
2025-10-13 00:00:00,000;"8 Noyabr";5633
2025-10-14 00:00:00,000;"8 Noyabr";5530
2025-10-15 00:00:00,000;"8 Noyabr";5720
2025-10-16 00:00:00,000;"8 Noyabr";5593
2025-10-17 00:00:00,000;"8 Noyabr";5722
2025-10-18 00:00:00,000;"8 Noyabr";3655
2025-10-19 00:00:00,000;"8 Noyabr";2427
2025-10-20 00:00:00,000;"8 Noyabr";5621
2025-10-21 00:00:00,000;"8 Noyabr";5900
2025-10-22 00:00:00,000;"8 Noyabr";5749
2025-10-23 00:00:00,000;"8 Noyabr";5641
2025-10-24 00:00:00,000;"8 Noyabr";5668
2025-10-25 00:00:00,000;"8 Noyabr";3822
2025-10-26 00:00:00,000;"8 Noyabr";2519
2025-10-27 00:00:00,000;"8 Noyabr";5534
2025-10-28 00:00:00,000;"8 Noyabr";5698
2025-10-29 00:00:00,000;"8 Noyabr";5753
2025-10-30 00:00:00,000;"8 Noyabr";5599
2025-10-31 00:00:00,000;"8 Noyabr";5745
2025-11-01 00:00:00,000;"8 Noyabr";3788
2025-11-02 00:00:00,000;"8 Noyabr";2510
2025-11-03 00:00:00,000;"8 Noyabr";5689
2025-11-04 00:00:00,000;"8 Noyabr";5781
2025-11-05 00:00:00,000;"8 Noyabr";5784
2025-11-06 00:00:00,000;"8 Noyabr";5986
2025-11-07 00:00:00,000;"8 Noyabr";6643
2025-11-08 00:00:00,000;"8 Noyabr";3316
2025-11-09 00:00:00,000;"8 Noyabr";2452
2025-11-10 00:00:00,000;"8 Noyabr";2875
2025-11-11 00:00:00,000;"8 Noyabr";3199
2025-11-12 00:00:00,000;"8 Noyabr";5741
2025-11-13 00:00:00,000;"8 Noyabr";5841
2025-11-14 00:00:00,000;"8 Noyabr";5807
2025-11-15 00:00:00,000;"8 Noyabr";3866
2025-11-16 00:00:00,000;"8 Noyabr";2512
2025-11-17 00:00:00,000;"8 Noyabr";5581
2025-11-18 00:00:00,000;"8 Noyabr";5733
2025-11-19 00:00:00,000;"8 Noyabr";5661
2025-11-20 00:00:00,000;"8 Noyabr";5660
2025-11-21 00:00:00,000;"8 Noyabr";5604
2025-11-22 00:00:00,000;"8 Noyabr";3996
2025-11-23 00:00:00,000;"8 Noyabr";2580
2025-11-24 00:00:00,000;"8 Noyabr";5929
2025-11-25 00:00:00,000;"8 Noyabr";6017
2025-11-26 00:00:00,000;"8 Noyabr";5892
2025-11-27 00:00:00,000;"8 Noyabr";5808
2025-11-28 00:00:00,000;"8 Noyabr";5987
2025-11-29 00:00:00,000;"8 Noyabr";3966
2025-11-30 00:00:00,000;"8 Noyabr";2728
2025-12-01 00:00:00,000;"8 Noyabr";5706
2025-12-02 00:00:00,000;"8 Noyabr";5750
2025-12-03 00:00:00,000;"8 Noyabr";5742
2025-12-04 00:00:00,000;"8 Noyabr";5776
2025-12-05 00:00:00,000;"8 Noyabr";5787
2025-12-06 00:00:00,000;"8 Noyabr";3961
2025-12-07 00:00:00,000;"8 Noyabr";2750
2025-12-08 00:00:00,000;"8 Noyabr";5987
2025-12-09 00:00:00,000;"8 Noyabr";5846
2025-12-10 00:00:00,000;"8 Noyabr";5698
2025-12-11 00:00:00,000;"8 Noyabr";5760
2025-12-12 00:00:00,000;"8 Noyabr";5811
2025-12-13 00:00:00,000;"8 Noyabr";4053
2025-12-14 00:00:00,000;"8 Noyabr";2624
2025-12-15 00:00:00,000;"8 Noyabr";5781
2025-12-16 00:00:00,000;"8 Noyabr";5526
2025-12-17 00:00:00,000;"8 Noyabr";5900
2025-12-18 00:00:00,000;"8 Noyabr";5850
2025-12-19 00:00:00,000;"8 Noyabr";5992
2025-12-20 00:00:00,000;"8 Noyabr";4226
2025-12-21 00:00:00,000;"8 Noyabr";2935
2025-12-22 00:00:00,000;"8 Noyabr";5662
2025-12-23 00:00:00,000;"8 Noyabr";5682
2025-12-24 00:00:00,000;"8 Noyabr";5680
